-2661871.218850932;3203505.4770988314
-2685135.2948265965;3250753.0938955112
-2685135.2948265965;3250753.0938955112
-2700437.5738188564;3246013.8997532274
-2701432.1052085166;3247209.358869141
-2554530.6543831043;3367675.538819862
-2707539.8624219582;3246117.3825809485
-2704450.691821093;3248729.358396467
-2522092.175642355;3396294.5589294387
-2717730.6850390746;3243582.298195505
-2717730.6850390746;3243582.298195505
-2717730.6850390746;3243582.298195505
-2717730.6850390746;3243582.298195505
-2722713.754675965;3249529.5381313344
-2722713.754675965;3249529.5381313344
-2722713.754675965;3249529.5381313344
-2722713.754675965;3249529.5381313344
-2722713.754675965;3249529.5381313344
-2722713.754675965;3249529.5381313344
-2722713.754675965;3249529.5381313344
-2722713.754675965;3249529.5381313344
-2722713.754675965;3249529.5381313344
-2722713.754675965;3249529.5381313344
-2722713.754675965;3249529.5381313344
-2722713.754675965;3249529.5381313344
-2722713.754675965;3249529.5381313344
-2722713.754675965;3249529.5381313344
-2719615.106634071;3254174.782990776
-2719584.1647191816;3254221.0886363997
-2719584.1647191816;3254221.0886363997
-2719584.1647191816;3254221.0886363997
-2719584.1647191816;3254221.0886363997
-2719584.1647191816;3254221.0886363997
-2542012.712181476;3396852.1978554744
-2692923.347700534;3283802.771946288
-2737966.0425942503;3248739.0746599315
-2694272.0311476453;3285114.3824666417
-2703709.74452016;3281758.429510162
-2651250.6009704685;3326895.4573254865
-2647991.3494566414;3331515.3875924842
-2647991.3494566414;3331515.3875924842
-2647991.3494566414;3331515.3875924842
-2692417.4785232814;3296886.5545238564
-2576488.360682572;3389885.8702805927
-2739814.65548992;3259364.0274269455
-2756345.0505283885;3245800.2756072255
-2647800.3165262784;3335639.760217255
-2734600.3204329587;3265831.741365086
-2550467.255589452;3411736.625361649
-2736627.6868598107;3266135.666316978
-2736627.6868598107;3266135.666316978
-2547062.483212282;3416254.079042
-2547062.483212282;3416254.079042
-2752096.9390162327;3254955.0250551924
-2758219.614813184;3253765.1963493917
-2758219.614813184;3253765.1963493917
-2758219.614813184;3253765.1963493917
-2739601.9214944835;3269685.3833160945
-2739601.9214944835;3269685.3833160945
-2754053.0114554344;3259376.771217502
-2534456.921695304;3433473.011794168
-2758149.037541601;3257894.268176944
-2758149.037541601;3257894.268176944
-2777572.6981340093;3242780.589207917
-2675756.6072135037;3327475.041436609
-2755987.8895949693;3261976.9810211016
-2738419.495867966;3276759.215101096
-2738419.495867966;3276759.215101096
-2728984.1856059707;3285798.316189514
-2728963.2922031577;3285835.332405506
-2728966.2061377745;3285841.515083944
-2729087.0271491725;3285750.998743614
-2566699.2094065687;3414621.5035933214
-2556955.6101254327;3422333.920379783
-2727027.885714481;3288722.7348914696
-2727522.404750146;3288329.193330504
-2556994.936081301;3422801.285970666
-2557739.9973467323;3422265.214138704
-2556809.6173252356;3423015.8164332937
-2556992.216970476;3422938.997348556
-2725025.303225539;3290898.925631652
-2556861.1554091414;3423192.625423545
